time;LAT;LON;GSPEED;CRS
31.472;-66.29752770997584;-118.74751126486808;27.54;0.5265230909090909
31.576;-65.54605372063816;-118.16687129065394;27.647999999999996;0.5033096363636363
31.678;-64.79457970615476;-117.5862314091064;27.432;0.48181945454545455
31.771;-64.06103875022382;-116.97593853157014;27.755999999999997;0.4608949090909091
31.879;-63.33957451954484;-116.3624032405205;28.115999999999996;0.4422021818181818
31.986;-62.64226376079023;-115.74238303722814;27.647999999999996;0.43902545454545455
32.091;-61.92665578983724;-115.10243733553216;28.008;0.4153881818181818
32.184;-61.23831149935722;-114.46759075764567;28.548;0.41011854545454546
32.287;-60.53166998550296;-113.81281868647784;28.583999999999996;0.40880290909090905
32.394;-59.80984145961702;-113.1497051701881;28.583999999999996;0.3933278181818182
32.491;-59.112166402861476;-112.48010673047975;28.836;0.39466854545454544
32.592;-58.402414542622864;-111.8137508877553;29.304;0.39129381818181813
32.695;-57.65332216862589;-111.14553862158209;29.051999999999996;0.4004330909090909
32.796;-56.89215299766511;-110.48056896263734;29.735999999999997;0.4048458181818182
32.9;-56.1340940091759;-109.82718343799934;29.663999999999998;0.4249269090909091
33.007;-55.34566103480756;-109.15711496397853;30.095999999999997;0.4217436363636364
33.108;-54.56344846263528;-108.51021466311067;30.383999999999997;0.4381769090909091
33.206;-53.76293865777552;-107.84338891366497;29.88;0.44039381818181816
33.309;-52.9382753148675;-107.18304829625413;30.528;0.45179945454545456
33.415;-52.1167221609503;-106.53429182153195;30.671999999999997;0.4688107272727273
33.507;-51.243751742877066;-105.88692149473354;30.923999999999996;0.4614907272727272
33.613;-50.3738915277645;-105.25113531528041;31.176;0.49237600000000004
33.72;-49.4767675595358;-104.61025026114658;30.959999999999997;0.49399854545454547
33.815;-48.57964355498552;-103.96936533460394;31.104;0.5003021818181818
33.917;-47.66147625911981;-103.34654959570616;31.535999999999998;0.5093749090909091
34.035;-46.716045214794576;-102.71863500028849;31.607999999999997;0.5387754545454546
34.123;-45.76164763048291;-102.10554708726704;31.823999999999998;0.5275458181818182
34.224;-44.804139791056514;-101.48087528022006;31.391999999999996;0.5404720000000001
34.334;-43.825588669627905;-100.87427268037573;31.859999999999996;0.5451076363636363
34.422;-42.822884044609964;-100.27415527030826;32.256;0.5738852727272727
34.53;-41.81706916820258;-99.66245397692546;32.327999999999996;0.5643572727272728
34.634;-40.80228776205331;-99.06557937385514;32.616;0.5834494545454545
34.738;-39.751276118680835;-98.47843250026926;32.76;0.5894545454545455
34.836;-38.703374698758125;-97.90286979358643;32.616;0.608384
35.056;-36.54096765443683;-96.74478944810107;33.083999999999996;0.6226752727272727
35.141;-35.444759245961905;-96.1821973179467;33.372;0.6299732727272728
35.245;-34.33647409826517;-95.62284787697718;33.372;0.6437314545454546
35.351;-33.21611220948398;-95.06674112891778;33.48;0.6471261818181818
35.449;-32.08678382728249;-94.52546108420938;33.3;0.6633469090909091
35.55;-30.94226846192032;-93.97583972522989;33.696;0.6638803636363637
35.656;-29.800863343290985;-93.4378025373444;33.66;0.6706825454545455
35.759;-28.662568466737866;-92.91134951682761;33.336;0.685172
35.858;-27.48804340045899;-92.39462427422404;33.48;0.6856949090909091
35.966;-26.343892295844853;-91.89458211977035;33.263999999999996;0.6973347272727272
36.076;-25.190774716436863;-91.40936666540802;32.903999999999996;0.7041234545454546
36.164;-24.034546905197203;-90.91256736405194;32.652;0.7151872727272727
36.268;-22.869352616369724;-90.43059476092458;32.76;0.7199238181818182
36.368;-21.719345317222178;-89.95696377195418;32.796;0.7260758181818182
36.471;-20.56348180398345;-89.50974347768351;32.256;0.7332612727272727
36.571;-19.392431329004467;-89.05418187845498;32.004;0.7523952727272727
36.677;-18.23656784929335;-88.6069618803449;32.22;0.7477981818181818
36.778;-17.071737917140126;-88.17456857440993;31.932;0.7590761818181818
36.877;-15.90690799895674;-87.74217541469261;31.823999999999998;0.7681729090909091
36.986;-14.72103491332382;-87.3278514938429;31.752;0.7739921818181817
37.091;-13.541382351890206;-86.93669570656493;31.607999999999997;0.7878552727272727
37.189;-12.361729821190238;-86.54554006131366;31.284;0.7959861818181818
37.288;-11.161034134216607;-86.17245365306735;31.464;0.8222078181818181
37.387;-9.954482267610729;-85.8257779139094;31.067999999999998;0.8351201818181818
37.489;-8.726887250319123;-85.49717141222209;31.139999999999997;0.8518545454545454
37.593;-7.4934360748156905;-85.19497557030991;30.887999999999998;0.8735176363636363
37.697;-6.251018480397761;-84.90760640893131;30.923999999999996;0.8951698181818183
37.797;-4.9875577557832;-84.63830647664145;30.923999999999996;0.9173989090909092
37.898;-3.7240970795974135;-84.369006681256;30.636;0.9438332727272727
38.001;-2.445813803933561;-84.14094407251105;30.671999999999997;0.9518425454545455
38.104;-1.1706408485770226;-83.92446556920186;30.671999999999997;0.9773665454545454
38.21;0.12557521648705006;-83.72605628939345;30.455999999999996;0.9973330909090908
38.306;1.4307576762512326;-83.54247367056087;30.671999999999997;1.0120565454545456
38.405;2.7449065120890737;-83.37371770944446;30.599999999999998;1.0357678181818182
38.509;4.064911473542452;-83.23137237643823;30.419999999999998;1.0594978181818182
38.612;5.396993070840836;-83.09226972563192;30.419999999999998;1.0594978181818182
38.715;6.722854069434106;-82.9763351297006;30.563999999999997;1.0873881818181819
38.818;8.06079169921577;-82.86364321131259;30.455999999999996;1.0942070909090909
38.912;9.407695704139769;-82.76577793853357;30.563999999999997;1.1100625454545454
39.039;10.751489358022809;-82.67949673999101;30.455999999999996;1.1184543636363635
39.179;12.767179694958031;-82.55007515242323;30.563999999999997;1.1235227272727273
39.273;14.110973148606718;-82.46379422908649;30.455999999999996;1.1352901818181818
39.378;15.45165626052767;-82.38909737905487;30.203999999999997;1.1372434545454546
39.477;16.79233929235488;-82.31440063333139;30.6;1.1459992727272728
