TIME,x,y,CRS
112.75,73.0647942348,51.3091943058,-244.099633906
113.0,71.6167277811,53.6672357281,-239.909042964
113.25,70.3475092187,56.1380925849,-230.891561422
113.5,69.4986062727,58.7829769205,-226.727511095
113.75,68.8521880857,61.4844936978,-219.864836016
114.0,68.5470056422,64.245456039,-218.94794771
114.25,68.2878906379,67.0111221056,-213.275144662
114.5,68.3149031549,69.7887685376,-214.558401292
114.75,68.2771063233,72.5662891548,-210.406113557
115.0,68.4489101033,75.3387488642,-214.009499322
115.25,68.4388344491,78.1165083679,-212.113252091
115.5,68.5245152427,80.8929644142,-218.334342021
115.75,68.2962707862,83.6613491133,-219.045241602
116.0,68.0322637826,86.4265524808,-226.457380511
116.25,67.3993522256,89.1302269514,-236.136928667
116.5,66.3024457095,91.6822546644,-243.862867769
116.75,64.8590339717,94.0555671011,-255.28043604
117.0,62.9574622471,96.0804311327,-263.455319057
117.25,60.7769995847,97.8013703971,-273.189908639
117.5,58.3275952401,99.1115107418,-278.880835074
117.75,55.7559709874,100.161652673,-288.362362441
118.0,53.0423248979,100.755095404,-290.937907951
118.25,50.3038739619,101.220859128,-302.249671809
118.5,47.5280177256,101.117556041,-305.865242554
118.75,44.7649431884,100.832129216,-316.140802279
119.0,42.1232412999,100.044491375,-321.388329678
119.25,39.5619238546,99.0060723761,-335.008371578
119.5,37.3415717572,97.377603912,-343.746282594
119.75,35.4018914993,95.4133937895,-355.317394885
120.0,33.9064561539,93.0737768636,-363.180814672
120.25,32.7591984956,90.5439845335,-372.12779414
120.5,32.036801609,87.8617854168,-377.181393117
120.75,31.563555556,85.1246176217,-383.7466174
121.0,31.4196311672,82.3505709125,-385.720120709
121.25,31.3753160689,79.5731466471,-390.369619402
121.5,31.5656729503,76.8018989799,-387.392061464
121.75,31.605796029,74.0244109931,-392.506768445
122.0,31.903665202,71.2626500812,-388.784917607
122.25,32.0141068278,68.4870686957,-394.093927596
122.5,32.3915382702,65.7350521841,-389.477207683
122.75,32.5369067238,62.9610807731,-394.42417417
123.0,32.9308556998,60.2113801387,-390.419686125
123.25,33.12373518,57.4403069019,-394.077296939
123.5,33.5003344627,54.6881763893,-388.151920704
123.75,33.5788252172,51.9115077773,-391.769780951
124.0,33.839661788,49.1460035442,-385.866405481
124.25,33.8027340174,46.3684712378,-389.189745096
124.5,33.9336021333,43.5937779373,-382.358179067
124.75,33.7197020798,40.8242479876,-384.669776698
125.0,33.6223573599,38.0481764141,-380.01596152
125.25,33.2907443066,35.2902637692,-374.969188285
125.5,32.7078165877,32.574339498,-370.266539384
125.75,31.8950823454,29.918118041,-362.517819487
126.0,30.7174135028,27.4023387434,-357.861437803
126.25,29.3312273833,24.9951542012,-351.651720738
126.5,27.6826633573,22.7594695124,-349.446997086
126.75,25.9458282756,20.5916472699,-341.229133987
127.0,23.905641817,18.7065243097,-339.938505135
127.25,21.8217848516,16.8697909274,-333.603177476
127.5,19.5406354616,15.2847335668,-332.25911138
127.75,17.2214360947,13.7558896652,-333.633902283
128.0,14.9411725251,12.1695582265,-334.277670317
128.25,12.7305166919,10.592936039,-338.623133438
128.5,10.6990555981,8.88694687307,-336.537472698
128.75,8.65372851439,7.29755098707,-339.356890065
129.0,6.73984952203,5.64626941956,-339.36706398
129.25,4.87358963609,4.03547098377,-338.692294813
129.5,3.03551962396,2.48794307016,-339.159945638
